date,route,company_name,flight_duration,price,co2_emission,stops,departure_time,arrival_time,departure_location,destination
2024-06-25,BLR-JAI,IndiGo,4 hr 30 min,$84,141 kg CO2e,1 stop,9:00 AM.,1:30 PM.,BLR,JAI
2024-06-25,BLR-JAI,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 25 min,$92,132 kg CO2e,Nonstop,8:35 AM.,11:00 AM.,BLR,JAI
2024-06-25,BLR-JAI,Air India Express,2 hr 40 min,,133 kg CO2e,Nonstop,7:30 AM.,10:10 AM.,BLR,JAI
2024-06-25,BLR-JAI,Air India Express,2 hr 55 min,,146 kg CO2e,Nonstop,2:00 PM.,4:55 PM.,BLR,JAI
2024-06-25,BLR-JAI,IndiGo,6 hr 30 min,$84,151 kg CO2e,1 stop,3:45 AM.,10:15 AM.,BLR,JAI
2024-06-25,BLR-JAI,IndiGo,6 hr,$84,138 kg CO2e,1 stop,4:00 PM.,10:00 PM.,BLR,JAI
2024-06-25,BLR-JAI,IndiGo,5 hr 20 min,$90,153 kg CO2e,1 stop,7:00 AM.,12:20 PM.,BLR,JAI
2024-06-25,BLR-JAI,Etihad,27 hr 40 min,$651,384 kg CO2e,1 stop,4:25 AM.,"8:05 AM on  Sunday, August 25.",BLR,JAI
2024-06-25,BLR-JAI,Air India Express,2 hr 45 min,,124 kg CO2e,Nonstop,6:20 PM.,9:05 PM.,BLR,JAI
2024-06-26,BLR-JAI,IndiGo,2 hr 20 min,$80,112 kg CO2e,Nonstop,3:25 PM.,5:45 PM.,BLR,JAI
2024-06-26,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,8:00 PM.,10:25 PM.,BLR,JAI
2024-06-26,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,10:05 PM.,"12:30 AM on  Sunday, August 25.",BLR,JAI
2024-06-26,BLR-JAI,IndiGo,4 hr 30 min,$84,141 kg CO2e,1 stop,9:00 AM.,1:30 PM.,BLR,JAI
2024-06-26,BLR-JAI,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 25 min,$92,132 kg CO2e,Nonstop,8:35 AM.,11:00 AM.,BLR,JAI
2024-06-26,BLR-JAI,Air India Express,2 hr 40 min,,133 kg CO2e,Nonstop,7:30 AM.,10:10 AM.,BLR,JAI
2024-06-26,BLR-JAI,Air India Express,2 hr 55 min,,146 kg CO2e,Nonstop,2:00 PM.,4:55 PM.,BLR,JAI
2024-06-26,BLR-JAI,IndiGo,6 hr 30 min,$84,151 kg CO2e,1 stop,3:45 AM.,10:15 AM.,BLR,JAI
2024-06-26,BLR-JAI,IndiGo,6 hr,$84,138 kg CO2e,1 stop,4:00 PM.,10:00 PM.,BLR,JAI
2024-06-26,BLR-JAI,IndiGo,5 hr 20 min,$90,153 kg CO2e,1 stop,7:00 AM.,12:20 PM.,BLR,JAI
2024-06-26,BLR-JAI,Etihad,27 hr 40 min,$651,384 kg CO2e,1 stop,4:25 AM.,"8:05 AM on  Sunday, August 25.",BLR,JAI
2024-06-26,BLR-JAI,Air India Express,2 hr 45 min,,124 kg CO2e,Nonstop,6:20 PM.,9:05 PM.,BLR,JAI
2024-06-27,BLR-JAI,IndiGo,2 hr 20 min,$80,112 kg CO2e,Nonstop,3:25 PM.,5:45 PM.,BLR,JAI
2024-06-27,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,8:00 PM.,10:25 PM.,BLR,JAI
2024-06-27,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,10:05 PM.,"12:30 AM on  Sunday, August 25.",BLR,JAI
2024-06-27,BLR-JAI,IndiGo,4 hr 30 min,$84,141 kg CO2e,1 stop,9:00 AM.,1:30 PM.,BLR,JAI
2024-06-27,BLR-JAI,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 25 min,$92,132 kg CO2e,Nonstop,8:35 AM.,11:00 AM.,BLR,JAI
2024-06-27,BLR-JAI,Air India Express,2 hr 40 min,,133 kg CO2e,Nonstop,7:30 AM.,10:10 AM.,BLR,JAI
2024-06-27,BLR-JAI,Air India Express,2 hr 55 min,,146 kg CO2e,Nonstop,2:00 PM.,4:55 PM.,BLR,JAI
2024-06-27,BLR-JAI,IndiGo,6 hr 30 min,$84,151 kg CO2e,1 stop,3:45 AM.,10:15 AM.,BLR,JAI
2024-06-27,BLR-JAI,IndiGo,6 hr,$84,138 kg CO2e,1 stop,4:00 PM.,10:00 PM.,BLR,JAI
2024-06-27,BLR-JAI,IndiGo,5 hr 20 min,$90,153 kg CO2e,1 stop,7:00 AM.,12:20 PM.,BLR,JAI
2024-06-27,BLR-JAI,Etihad,27 hr 40 min,$651,384 kg CO2e,1 stop,4:25 AM.,"8:05 AM on  Sunday, August 25.",BLR,JAI
2024-06-27,BLR-JAI,Air India Express,2 hr 45 min,,124 kg CO2e,Nonstop,6:20 PM.,9:05 PM.,BLR,JAI
2024-06-28,BLR-JAI,IndiGo,2 hr 20 min,$80,112 kg CO2e,Nonstop,3:25 PM.,5:45 PM.,BLR,JAI
2024-06-28,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,8:00 PM.,10:25 PM.,BLR,JAI
2024-06-28,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,10:05 PM.,"12:30 AM on  Sunday, August 25.",BLR,JAI
2024-06-28,BLR-JAI,IndiGo,4 hr 30 min,$84,141 kg CO2e,1 stop,9:00 AM.,1:30 PM.,BLR,JAI
2024-06-28,BLR-JAI,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 25 min,$92,132 kg CO2e,Nonstop,8:35 AM.,11:00 AM.,BLR,JAI
2024-06-28,BLR-JAI,Air India Express,2 hr 40 min,,133 kg CO2e,Nonstop,7:30 AM.,10:10 AM.,BLR,JAI
2024-06-28,BLR-JAI,Air India Express,2 hr 55 min,,146 kg CO2e,Nonstop,2:00 PM.,4:55 PM.,BLR,JAI
2024-06-28,BLR-JAI,IndiGo,6 hr 30 min,$84,151 kg CO2e,1 stop,3:45 AM.,10:15 AM.,BLR,JAI
2024-06-28,BLR-JAI,IndiGo,6 hr,$84,138 kg CO2e,1 stop,4:00 PM.,10:00 PM.,BLR,JAI
2024-06-28,BLR-JAI,IndiGo,5 hr 20 min,$90,153 kg CO2e,1 stop,7:00 AM.,12:20 PM.,BLR,JAI
2024-06-28,BLR-JAI,Etihad,27 hr 40 min,$651,384 kg CO2e,1 stop,4:25 AM.,"8:05 AM on  Sunday, August 25.",BLR,JAI
2024-06-28,BLR-JAI,Air India Express,2 hr 45 min,,124 kg CO2e,Nonstop,6:20 PM.,9:05 PM.,BLR,JAI
2024-06-29,BLR-JAI,IndiGo,2 hr 20 min,$80,112 kg CO2e,Nonstop,3:25 PM.,5:45 PM.,BLR,JAI
2024-06-29,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,8:00 PM.,10:25 PM.,BLR,JAI
2024-06-29,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,10:05 PM.,"12:30 AM on  Sunday, August 25.",BLR,JAI
2024-06-29,BLR-JAI,IndiGo,4 hr 30 min,$84,141 kg CO2e,1 stop,9:00 AM.,1:30 PM.,BLR,JAI
2024-06-29,BLR-JAI,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 25 min,$92,132 kg CO2e,Nonstop,8:35 AM.,11:00 AM.,BLR,JAI
2024-06-29,BLR-JAI,Air India Express,2 hr 40 min,,133 kg CO2e,Nonstop,7:30 AM.,10:10 AM.,BLR,JAI
2024-06-29,BLR-JAI,Air India Express,2 hr 55 min,,146 kg CO2e,Nonstop,2:00 PM.,4:55 PM.,BLR,JAI
2024-06-29,BLR-JAI,IndiGo,6 hr 30 min,$84,151 kg CO2e,1 stop,3:45 AM.,10:15 AM.,BLR,JAI
2024-06-29,BLR-JAI,IndiGo,6 hr,$84,138 kg CO2e,1 stop,4:00 PM.,10:00 PM.,BLR,JAI
2024-06-29,BLR-JAI,IndiGo,5 hr 20 min,$90,153 kg CO2e,1 stop,7:00 AM.,12:20 PM.,BLR,JAI
2024-06-29,BLR-JAI,Etihad,27 hr 40 min,$651,384 kg CO2e,1 stop,4:25 AM.,"8:05 AM on  Sunday, August 25.",BLR,JAI
2024-06-29,BLR-JAI,Air India Express,2 hr 45 min,,124 kg CO2e,Nonstop,6:20 PM.,9:05 PM.,BLR,JAI
2024-06-30,BLR-JAI,IndiGo,2 hr 20 min,$80,112 kg CO2e,Nonstop,3:25 PM.,5:45 PM.,BLR,JAI
2024-06-30,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,8:00 PM.,10:25 PM.,BLR,JAI
2024-06-30,BLR-JAI,IndiGo,2 hr 25 min,$80,112 kg CO2e,Nonstop,10:05 PM.,"12:30 AM on  Sunday, August 25.",BLR,JAI
